cycle_1_lane	cycle_2_lane	cycle_3_lane	fitness	clean_reads
19	9	3	1.3022	8.0000
19	9	6	0.2800	1.0000
19	9	10	0.0000	0.0000
19	9	19	0.0000	0.0000
19	9	20	0.0000	0.0000
19	10	20	1.4146	8.0000
19	11	2	0.0000	0.0000
19	11	10	0.0000	0.0000
19	11	12	0.1691	1.0000
19	11	15	0.1426	1.0000
19	11	18	0.1270	1.0000
19	12	7	0.1787	1.0000
19	12	9	0.1681	1.0000
19	12	10	0.2725	2.0000
19	14	7	0.3459	1.0000
19	15	7	0.2103	1.0000
19	15	17	0.2122	0.9948
19	16	6	0.2531	1.0000
19	16	8	0.2698	2.0000
19	16	15	0.1551	1.0000
19	17	6	0.5033	2.0000
19	17	11	0.0000	0.0000
19	17	16	0.0600	0.5007
19	17	18	0.1376	1.0000
19	18	4	0.1431	1.0000
19	18	6	0.3256	1.0000
19	18	11	0.2132	1.0000
19	18	14	0.3101	1.0000
19	18	16	0.1636	1.0000
19	18	17	0.2446	1.0000
19	18	20	0.2697	1.0000
19	19	1	0.2492	1.8088
19	19	2	0.0000	0.0000
19	19	3	0.3919	2.2565
19	19	4	1.1302	8.9020
19	19	5	0.5830	3.5146
19	19	6	0.0561	0.1896
19	19	7	1.3514	6.2296
19	19	8	0.7227	4.4581
19	19	9	0.7583	3.7054
19	19	10	0.4335	2.5916
19	19	11	1.4240	7.4613
19	19	12	0.0000	0.0000
19	19	13	0.3499	1.5302
19	19	14	0.1166	0.4145
19	19	15	0.8694	4.6860
19	19	16	0.5743	3.9479
19	19	17	0.0563	0.2558
19	19	18	0.0000	0.0000
19	19	19	1.4995	6.9313
19	19	20	1.0723	4.4073
19	20	10	0.1575	1.0000
19	20	16	0.1368	1.0000
20	1	19	0.0542	0.1945
20	2	1	0.1823	1.0000
20	2	2	0.3167	1.0000
20	2	4	0.0000	0.0000
20	2	6	0.0000	0.0000
20	2	17	0.2823	1.0000
20	3	14	0.0000	0.0000
20	3	16	0.3156	2.0000
20	4	7	5.4627	21.0000
20	4	17	2.8989	11.0000
20	5	16	11.0183	73.0000
20	6	7	33.5463	143.0000
20	6	18	0.6820	3.7737
20	6	20	0.2624	1.0000
20	7	3	0.1987	1.0000
20	7	5	0.3801	2.0000
20	7	16	0.1673	1.0000
20	7	19	0.2457	1.0000
20	8	14	0.0000	0.0000
20	8	16	5.2267	31.0000
20	8	19	0.4949	2.0000
20	8	20	0.2769	1.0000
20	9	10	0.0000	0.0000
20	9	19	0.5599	2.2411
20	9	20	0.0000	0.0000
20	10	13	1.4371	7.0000
20	10	18	0.1480	1.0000
20	11	1	0.1321	1.0000
20	11	2	0.0366	0.1525
20	11	4	0.1216	1.0000
20	11	9	1.9676	10.0000
20	11	10	0.9764	6.0820
20	11	11	0.1834	1.0000
20	11	12	0.2097	1.0000
20	11	14	0.2714	1.0000
20	11	15	0.1782	1.0000
20	11	19	0.2081	1.0000
20	12	4	0.1296	1.0000
20	12	6	18.6597	62.0000
20	12	10	0.1706	1.0000
20	12	12	0.2221	1.0000
20	12	17	0.2241	1.0000
20	13	13	7.3380	26.0000
20	13	15	1.6240	7.0000
20	15	1	3.0049	18.0000
20	15	14	0.6584	2.0000
20	15	17	0.0248	0.0951
20	16	1	0.1438	1.0000
20	16	4	0.1326	1.0000
20	16	9	0.2129	1.0000
20	16	14	0.5829	2.0000
20	16	15	0.1932	1.0000
20	16	16	0.1518	1.0000
20	16	18	0.5198	3.0000
20	16	19	0.2249	1.0000
20	17	1	0.4287	3.0000
20	17	11	0.0000	0.0000
20	17	16	0.5560	3.6864
20	18	19	0.5852	2.0000
20	18	20	0.3251	1.0000
20	19	11	0.2353	1.0000
20	20	13	0.2646	1.0000
