cycle_1_lane	cycle_2_lane	cycle_3_lane	fraction_of_000	fraction_of_001	fraction_of_010	fraction_of_011	fraction_of_100	fraction_of_101	fraction_of_110	fraction_of_111
9	9	6	0.0143	0.0932	0.0136	0.0885	0.0541	0.3514	0.0513	0.3336
9	9	7	0.0321	0.0754	0.0305	0.0716	0.1211	0.2844	0.1149	0.2700
9	9	8	0.0289	0.0786	0.0274	0.0747	0.1090	0.2964	0.1035	0.2814
9	9	9	0.0289	0.0787	0.0274	0.0747	0.1089	0.2966	0.1034	0.2816
9	9	10	0.0222	0.0853	0.0211	0.0810	0.0837	0.3218	0.0794	0.3055
9	9	11	0.0254	0.0822	0.0241	0.0780	0.0957	0.3097	0.0909	0.2940
9	9	12	0.0414	0.0662	0.0393	0.0628	0.1560	0.2494	0.1481	0.2368
9	9	13	0.0173	0.0903	0.0164	0.0857	0.0651	0.3403	0.0618	0.3231
9	9	14	0.0316	0.0759	0.0300	0.0721	0.1192	0.2862	0.1132	0.2717
9	9	15	0.0213	0.0863	0.0202	0.0819	0.0802	0.3252	0.0762	0.3087
9	9	16	0.0297	0.0778	0.0282	0.0739	0.1120	0.2934	0.1064	0.2785
9	9	17	0.0266	0.0810	0.0252	0.0769	0.1002	0.3053	0.0951	0.2898
9	9	18	0.0284	0.0791	0.0270	0.0751	0.1071	0.2983	0.1017	0.2832
9	9	19	0.0515	0.0561	0.0489	0.0532	0.1940	0.2114	0.1842	0.2007
9	9	20	0.0322	0.0753	0.0306	0.0715	0.1215	0.2840	0.1153	0.2696
9	10	1	0.0149	0.0457	0.0367	0.1123	0.0563	0.1725	0.1383	0.4233
9	10	2	0.0241	0.0366	0.0591	0.0898	0.0908	0.1379	0.2230	0.3386
9	10	3	0.0150	0.0457	0.0369	0.1121	0.0566	0.1722	0.1390	0.4226
9	10	4	0.0131	0.0476	0.0320	0.1169	0.0492	0.1796	0.1208	0.4408
9	10	5	0.0127	0.0479	0.0313	0.1177	0.0480	0.1808	0.1179	0.4437
9	10	6	0.0081	0.0526	0.0199	0.1291	0.0305	0.1983	0.0749	0.4866
9	10	7	0.0181	0.0426	0.0445	0.1045	0.0683	0.1605	0.1677	0.3939
9	10	8	0.0163	0.0444	0.0400	0.1089	0.0615	0.1673	0.1510	0.4106
9	10	9	0.0163	0.0444	0.0400	0.1090	0.0614	0.1674	0.1508	0.4108
9	10	10	0.0125	0.0482	0.0307	0.1182	0.0472	0.1816	0.1159	0.4456
9	10	11	0.0143	0.0464	0.0352	0.1138	0.0540	0.1748	0.1326	0.4290
9	10	12	0.0234	0.0373	0.0573	0.0916	0.0880	0.1408	0.2161	0.3455
9	10	13	0.0097	0.0509	0.0239	0.1250	0.0367	0.1921	0.0902	0.4714
9	10	14	0.0178	0.0428	0.0438	0.1052	0.0673	0.1615	0.1652	0.3964
9	10	15	0.0120	0.0487	0.0295	0.1195	0.0453	0.1835	0.1111	0.4504
9	10	16	0.0168	0.0439	0.0412	0.1078	0.0632	0.1656	0.1552	0.4064
9	10	17	0.0150	0.0457	0.0368	0.1122	0.0565	0.1723	0.1387	0.4228
9	10	18	0.0160	0.0447	0.0394	0.1096	0.0604	0.1683	0.1484	0.4132
9	10	19	0.0290	0.0316	0.0713	0.0777	0.1095	0.1193	0.2687	0.2928
9	10	20	0.0182	0.0425	0.0446	0.1043	0.0686	0.1602	0.1683	0.3933
9	11	1	0.0172	0.0526	0.0344	0.1054	0.0648	0.1983	0.1298	0.3974
9	11	2	0.0277	0.0421	0.0555	0.0843	0.1045	0.1586	0.2094	0.3179
9	11	3	0.0173	0.0525	0.0346	0.1053	0.0651	0.1980	0.1305	0.3968
9	11	4	0.0150	0.0548	0.0301	0.1098	0.0566	0.2065	0.1134	0.4139
9	11	5	0.0146	0.0551	0.0294	0.1105	0.0552	0.2078	0.1107	0.4166
9	11	6	0.0093	0.0605	0.0187	0.1212	0.0351	0.2280	0.0703	0.4569
9	11	7	0.0208	0.0489	0.0418	0.0981	0.0786	0.1845	0.1575	0.3698
9	11	8	0.0188	0.0510	0.0376	0.1023	0.0707	0.1924	0.1417	0.3855
9	11	9	0.0187	0.0510	0.0376	0.1023	0.0706	0.1924	0.1416	0.3857
9	11	10	0.0144	0.0554	0.0289	0.1110	0.0543	0.2088	0.1088	0.4184
9	11	11	0.0165	0.0533	0.0330	0.1068	0.0621	0.2010	0.1245	0.4028
9	11	12	0.0269	0.0429	0.0538	0.0860	0.1012	0.1618	0.2029	0.3244
9	11	13	0.0112	0.0586	0.0225	0.1174	0.0422	0.2208	0.0847	0.4426
9	11	14	0.0205	0.0493	0.0411	0.0987	0.0774	0.1857	0.1551	0.3722
9	11	15	0.0138	0.0560	0.0277	0.1122	0.0521	0.2110	0.1044	0.4229
9	11	16	0.0193	0.0505	0.0387	0.1012	0.0727	0.1904	0.1457	0.3816
9	11	17	0.0172	0.0525	0.0346	0.1053	0.0650	0.1981	0.1303	0.3970
9	11	18	0.0184	0.0513	0.0370	0.1029	0.0695	0.1936	0.1393	0.3880
9	11	19	0.0334	0.0364	0.0669	0.0729	0.1259	0.1372	0.2523	0.2750
9	11	20	0.0209	0.0489	0.0419	0.0980	0.0788	0.1843	0.1580	0.3693
9	12	1	0.0114	0.0349	0.0402	0.1231	0.0430	0.1317	0.1516	0.4641
9	12	2	0.0184	0.0279	0.0648	0.0985	0.0694	0.1053	0.2445	0.3712
9	12	3	0.0115	0.0349	0.0404	0.1229	0.0432	0.1315	0.1523	0.4633
9	12	4	0.0100	0.0364	0.0351	0.1282	0.0376	0.1371	0.1324	0.4832
9	12	5	0.0097	0.0366	0.0343	0.1290	0.0367	0.1380	0.1292	0.4864
9	12	6	0.0062	0.0402	0.0218	0.1415	0.0233	0.1514	0.0821	0.5335
9	12	7	0.0138	0.0325	0.0488	0.1145	0.0522	0.1225	0.1839	0.4318
9	12	8	0.0125	0.0339	0.0439	0.1194	0.0470	0.1277	0.1655	0.4502
9	12	9	0.0124	0.0339	0.0439	0.1195	0.0469	0.1278	0.1653	0.4504
9	12	10	0.0096	0.0368	0.0337	0.1296	0.0361	0.1386	0.1271	0.4886
9	12	11	0.0109	0.0354	0.0386	0.1248	0.0412	0.1334	0.1454	0.4703
9	12	12	0.0178	0.0285	0.0628	0.1005	0.0672	0.1075	0.2369	0.3788
9	12	13	0.0074	0.0389	0.0262	0.1371	0.0280	0.1466	0.0989	0.5168
9	12	14	0.0136	0.0327	0.0480	0.1153	0.0514	0.1233	0.1811	0.4346
9	12	15	0.0092	0.0372	0.0323	0.1310	0.0346	0.1401	0.1218	0.4938
9	12	16	0.0128	0.0335	0.0451	0.1182	0.0483	0.1264	0.1701	0.4455
9	12	17	0.0114	0.0349	0.0403	0.1230	0.0432	0.1315	0.1521	0.4636
9	12	18	0.0122	0.0341	0.0431	0.1202	0.0462	0.1285	0.1627	0.4530
9	12	19	0.0222	0.0242	0.0781	0.0852	0.0836	0.0911	0.2946	0.3211
9	12	20	0.0139	0.0325	0.0489	0.1144	0.0523	0.1223	0.1845	0.4312
9	13	1	0.0130	0.0399	0.0386	0.1181	0.0491	0.1504	0.1455	0.4453
9	13	2	0.0210	0.0319	0.0622	0.0945	0.0792	0.1203	0.2346	0.3562
9	13	3	0.0131	0.0398	0.0388	0.1179	0.0494	0.1502	0.1462	0.4446
9	13	4	0.0114	0.0416	0.0337	0.1230	0.0429	0.1567	0.1271	0.4637
9	13	5	0.0111	0.0418	0.0329	0.1238	0.0419	0.1577	0.1240	0.4668
9	13	6	0.0071	0.0459	0.0209	0.1358	0.0266	0.1730	0.0788	0.5120
9	13	7	0.0158	0.0371	0.0468	0.1099	0.0596	0.1400	0.1764	0.4143
9	13	8	0.0142	0.0387	0.0421	0.1146	0.0537	0.1459	0.1588	0.4320
9	13	9	0.0142	0.0387	0.0421	0.1146	0.0536	0.1460	0.1586	0.4321
9	13	10	0.0109	0.0420	0.0323	0.1244	0.0412	0.1584	0.1219	0.4688
9	13	11	0.0125	0.0404	0.0370	0.1197	0.0471	0.1525	0.1395	0.4513
9	13	12	0.0204	0.0326	0.0603	0.0964	0.0768	0.1228	0.2273	0.3634
9	13	13	0.0085	0.0444	0.0252	0.1315	0.0320	0.1675	0.0949	0.4959
9	13	14	0.0156	0.0374	0.0461	0.1106	0.0587	0.1409	0.1737	0.4170
9	13	15	0.0105	0.0425	0.0310	0.1257	0.0395	0.1601	0.1169	0.4738
9	13	16	0.0146	0.0383	0.0433	0.1134	0.0552	0.1444	0.1633	0.4275
9	13	17	0.0131	0.0399	0.0387	0.1180	0.0493	0.1503	0.1460	0.4448
9	13	18	0.0140	0.0390	0.0414	0.1153	0.0527	0.1469	0.1561	0.4347
9	13	19	0.0253	0.0276	0.0750	0.0817	0.0955	0.1041	0.2827	0.3081
9	13	20	0.0159	0.0371	0.0470	0.1098	0.0598	0.1398	0.1770	0.4138
9	14	1	0.0120	0.0367	0.0396	0.1213	0.0452	0.1383	0.1494	0.4574
9	14	2	0.0193	0.0294	0.0639	0.0971	0.0729	0.1107	0.2409	0.3659
9	14	3	0.0120	0.0366	0.0398	0.1211	0.0454	0.1381	0.1502	0.4567
9	14	4	0.0105	0.0382	0.0346	0.1263	0.0395	0.1440	0.1305	0.4763
9	14	5	0.0102	0.0385	0.0338	0.1272	0.0385	0.1450	0.1274	0.4794
9	14	6	0.0065	0.0422	0.0215	0.1395	0.0245	0.1590	0.0810	0.5259
9	14	7	0.0145	0.0341	0.0481	0.1129	0.0548	0.1287	0.1812	0.4256
9	14	8	0.0131	0.0356	0.0433	0.1177	0.0493	0.1342	0.1631	0.4437
9	14	9	0.0131	0.0356	0.0432	0.1177	0.0493	0.1342	0.1629	0.4439
9	14	10	0.0100	0.0386	0.0332	0.1277	0.0379	0.1456	0.1253	0.4816
9	14	11	0.0115	0.0372	0.0380	0.1230	0.0433	0.1402	0.1433	0.4636
9	14	12	0.0187	0.0299	0.0619	0.0990	0.0706	0.1129	0.2335	0.3733
9	14	13	0.0078	0.0409	0.0258	0.1351	0.0295	0.1541	0.0974	0.5094
9	14	14	0.0143	0.0344	0.0473	0.1136	0.0540	0.1295	0.1785	0.4284
9	14	15	0.0096	0.0390	0.0319	0.1291	0.0363	0.1472	0.1201	0.4867
9	14	16	0.0135	0.0352	0.0445	0.1165	0.0507	0.1328	0.1677	0.4391
9	14	17	0.0120	0.0367	0.0398	0.1212	0.0453	0.1382	0.1499	0.4569
9	14	18	0.0129	0.0358	0.0425	0.1184	0.0485	0.1350	0.1603	0.4465
9	14	19	0.0233	0.0254	0.0770	0.0839	0.0878	0.0957	0.2904	0.3165
9	14	20	0.0146	0.0341	0.0482	0.1127	0.0550	0.1285	0.1818	0.4250
9	15	1	0.0126	0.0385	0.0391	0.1196	0.0473	0.1450	0.1473	0.4508
9	15	2	0.0203	0.0308	0.0630	0.0957	0.0764	0.1159	0.2375	0.3606
9	15	3	0.0126	0.0384	0.0393	0.1194	0.0476	0.1447	0.1480	0.4501
9	15	4	0.0110	0.0400	0.0341	0.1245	0.0414	0.1509	0.1286	0.4694
9	15	5	0.0107	0.0403	0.0333	0.1253	0.0404	0.1519	0.1255	0.4725
9	15	6	0.0068	0.0442	0.0212	0.1375	0.0257	0.1666	0.0798	0.5183
9	15	7	0.0152	0.0358	0.0474	0.1113	0.0574	0.1349	0.1786	0.4194
9	15	8	0.0137	0.0373	0.0426	0.1160	0.0517	0.1406	0.1608	0.4373
9	15	9	0.0137	0.0373	0.0426	0.1160	0.0516	0.1407	0.1606	0.4375
9	15	10	0.0105	0.0405	0.0327	0.1259	0.0397	0.1526	0.1234	0.4746
9	15	11	0.0120	0.0390	0.0375	0.1212	0.0454	0.1469	0.1412	0.4569
9	15	12	0.0196	0.0314	0.0610	0.0976	0.0740	0.1183	0.2301	0.3679
9	15	13	0.0082	0.0428	0.0255	0.1332	0.0309	0.1614	0.0960	0.5020
9	15	14	0.0150	0.0360	0.0467	0.1120	0.0566	0.1357	0.1759	0.4222
9	15	15	0.0101	0.0409	0.0314	0.1272	0.0381	0.1542	0.1184	0.4797
9	15	16	0.0141	0.0369	0.0438	0.1148	0.0531	0.1392	0.1653	0.4328
9	15	17	0.0126	0.0384	0.0392	0.1194	0.0475	0.1448	0.1478	0.4503
9	15	18	0.0135	0.0375	0.0419	0.1167	0.0508	0.1415	0.1580	0.4400
9	15	19	0.0244	0.0266	0.0759	0.0827	0.0920	0.1003	0.2862	0.3119
9	15	20	0.0153	0.0357	0.0475	0.1111	0.0576	0.1347	0.1792	0.4189
9	16	1	0.0090	0.0276	0.0426	0.1304	0.0340	0.1041	0.1606	0.4916
9	16	2	0.0145	0.0221	0.0687	0.1043	0.0548	0.0833	0.2590	0.3933
9	16	3	0.0091	0.0276	0.0428	0.1302	0.0342	0.1040	0.1614	0.4908
9	16	4	0.0079	0.0288	0.0372	0.1358	0.0297	0.1084	0.1403	0.5119
9	16	5	0.0077	0.0289	0.0363	0.1367	0.0290	0.1091	0.1369	0.5153
9	16	6	0.0049	0.0318	0.0231	0.1499	0.0184	0.1197	0.0870	0.5652
9	16	7	0.0109	0.0257	0.0517	0.1213	0.0413	0.0969	0.1948	0.4574
9	16	8	0.0098	0.0268	0.0465	0.1265	0.0371	0.1010	0.1753	0.4769
9	16	9	0.0098	0.0268	0.0465	0.1266	0.0371	0.1010	0.1751	0.4771
9	16	10	0.0076	0.0291	0.0357	0.1373	0.0285	0.1096	0.1346	0.5176
9	16	11	0.0087	0.0280	0.0408	0.1322	0.0326	0.1055	0.1540	0.4982
9	16	12	0.0141	0.0225	0.0666	0.1064	0.0532	0.0850	0.2510	0.4012
9	16	13	0.0059	0.0308	0.0278	0.1452	0.0222	0.1160	0.1047	0.5475
9	16	14	0.0108	0.0259	0.0509	0.1221	0.0406	0.0975	0.1918	0.4604
9	16	15	0.0073	0.0294	0.0342	0.1388	0.0273	0.1108	0.1291	0.5231
9	16	16	0.0101	0.0265	0.0478	0.1252	0.0382	0.1000	0.1802	0.4720
9	16	17	0.0091	0.0276	0.0427	0.1303	0.0341	0.1040	0.1611	0.4911
9	16	18	0.0097	0.0270	0.0457	0.1273	0.0365	0.1016	0.1723	0.4799
9	16	19	0.0175	0.0191	0.0828	0.0902	0.0661	0.0720	0.3121	0.3401
9	16	20	0.0110	0.0257	0.0518	0.1212	0.0414	0.0967	0.1954	0.4568
9	17	1	0.0207	0.0632	0.0310	0.0948	0.0779	0.2384	0.1167	0.3573
9	17	2	0.0333	0.0506	0.0499	0.0758	0.1256	0.1907	0.1882	0.2858
9	17	3	0.0208	0.0631	0.0311	0.0946	0.0783	0.2380	0.1173	0.3568
9	17	4	0.0180	0.0659	0.0270	0.0987	0.0680	0.2483	0.1020	0.3721
9	17	5	0.0176	0.0663	0.0264	0.0994	0.0664	0.2499	0.0995	0.3745
9	17	6	0.0112	0.0727	0.0168	0.1090	0.0422	0.2741	0.0632	0.4108
9	17	7	0.0251	0.0588	0.0376	0.0882	0.0945	0.2218	0.1416	0.3325
9	17	8	0.0226	0.0613	0.0338	0.0919	0.0850	0.2313	0.1274	0.3466
9	17	9	0.0225	0.0614	0.0338	0.0920	0.0849	0.2314	0.1273	0.3468
9	17	10	0.0173	0.0666	0.0260	0.0998	0.0653	0.2510	0.0979	0.3762
9	17	11	0.0198	0.0641	0.0297	0.0961	0.0747	0.2416	0.1119	0.3621
9	17	12	0.0323	0.0516	0.0484	0.0774	0.1217	0.1946	0.1824	0.2916
9	17	13	0.0135	0.0704	0.0202	0.1056	0.0508	0.2655	0.0761	0.3979
9	17	14	0.0247	0.0592	0.0370	0.0888	0.0930	0.2233	0.1394	0.3346
9	17	15	0.0166	0.0673	0.0249	0.1009	0.0626	0.2537	0.0938	0.3802
9	17	16	0.0232	0.0607	0.0348	0.0910	0.0874	0.2289	0.1310	0.3431
9	17	17	0.0207	0.0632	0.0311	0.0947	0.0781	0.2381	0.1171	0.3569
9	17	18	0.0222	0.0617	0.0332	0.0925	0.0836	0.2327	0.1253	0.3488
9	17	19	0.0401	0.0438	0.0602	0.0656	0.1513	0.1649	0.2268	0.2472
9	17	20	0.0251	0.0588	0.0377	0.0881	0.0948	0.2215	0.1420	0.3320
9	18	1	0.0159	0.0486	0.0357	0.1094	0.0599	0.1833	0.1347	0.4125
9	18	2	0.0256	0.0389	0.0576	0.0875	0.0965	0.1466	0.2173	0.3299
9	18	3	0.0160	0.0485	0.0359	0.1092	0.0602	0.1830	0.1354	0.4118
9	18	4	0.0139	0.0506	0.0312	0.1139	0.0523	0.1908	0.1177	0.4295
9	18	5	0.0135	0.0510	0.0305	0.1147	0.0510	0.1921	0.1149	0.4323
9	18	6	0.0086	0.0559	0.0194	0.1258	0.0324	0.2107	0.0730	0.4742
9	18	7	0.0193	0.0452	0.0433	0.1018	0.0726	0.1705	0.1634	0.3838
9	18	8	0.0173	0.0472	0.0390	0.1061	0.0654	0.1778	0.1471	0.4001
9	18	9	0.0173	0.0472	0.0390	0.1062	0.0653	0.1778	0.1469	0.4003
9	18	10	0.0133	0.0512	0.0300	0.1152	0.0502	0.1929	0.1130	0.4343
9	18	11	0.0152	0.0493	0.0343	0.1109	0.0574	0.1857	0.1292	0.4180
9	18	12	0.0248	0.0397	0.0559	0.0893	0.0936	0.1496	0.2106	0.3366
9	18	13	0.0104	0.0541	0.0233	0.1218	0.0390	0.2041	0.0879	0.4594
9	18	14	0.0190	0.0455	0.0427	0.1025	0.0715	0.1716	0.1609	0.3863
9	18	15	0.0128	0.0517	0.0287	0.1164	0.0481	0.1950	0.1083	0.4389
9	18	16	0.0178	0.0467	0.0401	0.1050	0.0672	0.1759	0.1512	0.3960
9	18	17	0.0159	0.0486	0.0359	0.1093	0.0601	0.1831	0.1352	0.4120
9	18	18	0.0170	0.0475	0.0384	0.1068	0.0642	0.1789	0.1446	0.4026
9	18	19	0.0309	0.0336	0.0695	0.0757	0.1163	0.1268	0.2619	0.2854
9	18	20	0.0193	0.0452	0.0435	0.1017	0.0728	0.1703	0.1640	0.3833
9	19	1	0.0240	0.0736	0.0276	0.0844	0.0906	0.2774	0.1040	0.3184
9	19	2	0.0388	0.0589	0.0445	0.0675	0.1461	0.2219	0.1677	0.2547
9	19	3	0.0242	0.0735	0.0277	0.0843	0.0911	0.2769	0.1045	0.3178
9	19	4	0.0210	0.0766	0.0241	0.0879	0.0792	0.2888	0.0909	0.3315
9	19	5	0.0205	0.0771	0.0235	0.0885	0.0773	0.2907	0.0887	0.3337
9	19	6	0.0130	0.0846	0.0149	0.0971	0.0491	0.3189	0.0563	0.3660
9	19	7	0.0292	0.0685	0.0335	0.0786	0.1099	0.2581	0.1261	0.2962
9	19	8	0.0262	0.0714	0.0301	0.0819	0.0989	0.2691	0.1135	0.3088
9	19	9	0.0262	0.0714	0.0301	0.0820	0.0988	0.2692	0.1134	0.3089
9	19	10	0.0201	0.0775	0.0231	0.0889	0.0760	0.2920	0.0872	0.3352
9	19	11	0.0230	0.0746	0.0265	0.0856	0.0869	0.2811	0.0997	0.3226
9	19	12	0.0376	0.0601	0.0431	0.0689	0.1416	0.2264	0.1625	0.2598
9	19	13	0.0157	0.0819	0.0180	0.0940	0.0591	0.3089	0.0678	0.3545
9	19	14	0.0287	0.0689	0.0329	0.0791	0.1082	0.2598	0.1242	0.2981
9	19	15	0.0193	0.0783	0.0222	0.0899	0.0728	0.2952	0.0836	0.3388
9	19	16	0.0270	0.0706	0.0310	0.0811	0.1017	0.2663	0.1167	0.3056
9	19	17	0.0241	0.0735	0.0277	0.0844	0.0909	0.2771	0.1043	0.3180
9	19	18	0.0258	0.0718	0.0296	0.0824	0.0972	0.2708	0.1116	0.3108
9	19	19	0.0467	0.0509	0.0536	0.0584	0.1761	0.1919	0.2021	0.2203
9	19	20	0.0292	0.0684	0.0336	0.0785	0.1103	0.2577	0.1265	0.2958
9	20	1	0.0182	0.0558	0.0334	0.1022	0.0688	0.2105	0.1258	0.3853
9	20	2	0.0294	0.0447	0.0538	0.0817	0.1109	0.1684	0.2029	0.3082
9	20	3	0.0183	0.0557	0.0335	0.1020	0.0691	0.2101	0.1265	0.3846
9	20	4	0.0159	0.0581	0.0292	0.1064	0.0601	0.2192	0.1099	0.4012
9	20	5	0.0155	0.0585	0.0285	0.1071	0.0586	0.2206	0.1073	0.4038
9	20	6	0.0099	0.0642	0.0181	0.1175	0.0373	0.2420	0.0682	0.4429
9	20	7	0.0221	0.0520	0.0405	0.0951	0.0834	0.1959	0.1526	0.3585
9	20	8	0.0199	0.0542	0.0364	0.0991	0.0751	0.2042	0.1374	0.3737
9	20	9	0.0199	0.0542	0.0364	0.0992	0.0750	0.2043	0.1372	0.3739
9	20	10	0.0153	0.0588	0.0280	0.1076	0.0576	0.2216	0.1055	0.4056
9	20	11	0.0175	0.0566	0.0320	0.1036	0.0659	0.2133	0.1207	0.3904
9	20	12	0.0285	0.0456	0.0522	0.0834	0.1075	0.1718	0.1967	0.3144
9	20	13	0.0119	0.0622	0.0218	0.1138	0.0448	0.2344	0.0821	0.4290
9	20	14	0.0218	0.0523	0.0399	0.0957	0.0821	0.1971	0.1503	0.3608
9	20	15	0.0147	0.0594	0.0268	0.1087	0.0553	0.2240	0.1012	0.4100
9	20	16	0.0205	0.0536	0.0375	0.0981	0.0772	0.2021	0.1412	0.3699
9	20	17	0.0183	0.0558	0.0335	0.1021	0.0690	0.2103	0.1263	0.3848
9	20	18	0.0196	0.0545	0.0358	0.0998	0.0738	0.2055	0.1350	0.3761
9	20	19	0.0354	0.0386	0.0649	0.0707	0.1336	0.1456	0.2446	0.2665
9	20	20	0.0222	0.0519	0.0406	0.0950	0.0837	0.1956	0.1531	0.3580
10	1	1	0.0252	0.0772	0.0641	0.1963	0.0443	0.1356	0.1126	0.3447
10	1	2	0.0407	0.0618	0.1034	0.1570	0.0714	0.1084	0.1815	0.2757
10	1	3	0.0254	0.0771	0.0645	0.1960	0.0445	0.1353	0.1131	0.3441
10	1	4	0.0220	0.0804	0.0560	0.2044	0.0387	0.1412	0.0984	0.3589
10	1	5	0.0215	0.0809	0.0547	0.2058	0.0378	0.1421	0.0960	0.3613
10	1	6	0.0137	0.0888	0.0347	0.2257	0.0240	0.1559	0.0610	0.3962
10	1	7	0.0306	0.0719	0.0778	0.1827	0.0537	0.1261	0.1365	0.3207
10	1	8	0.0275	0.0749	0.0700	0.1904	0.0483	0.1315	0.1229	0.3343
10	1	9	0.0275	0.0749	0.0699	0.1905	0.0483	0.1316	0.1228	0.3345
10	1	10	0.0211	0.0813	0.0538	0.2067	0.0371	0.1427	0.0944	0.3629
10	1	11	0.0242	0.0783	0.0615	0.1990	0.0425	0.1374	0.1080	0.3493
10	1	12	0.0394	0.0630	0.1002	0.1602	0.0692	0.1106	0.1759	0.2813
10	1	13	0.0164	0.0860	0.0418	0.2186	0.0289	0.1510	0.0734	0.3838
10	1	14	0.0301	0.0723	0.0766	0.1839	0.0529	0.1270	0.1345	0.3228
10	1	15	0.0203	0.0822	0.0515	0.2089	0.0356	0.1443	0.0905	0.3667
10	1	16	0.0283	0.0741	0.0720	0.1885	0.0497	0.1301	0.1264	0.3309
10	1	17	0.0253	0.0771	0.0644	0.1961	0.0444	0.1354	0.1130	0.3443
10	1	18	0.0271	0.0754	0.0688	0.1916	0.0475	0.1323	0.1208	0.3364
10	1	19	0.0490	0.0534	0.1246	0.1358	0.0861	0.0938	0.2188	0.2384
10	1	20	0.0307	0.0718	0.0780	0.1824	0.0539	0.1260	0.1370	0.3202
10	2	1	0.0342	0.1047	0.0552	0.1689	0.0600	0.1838	0.0968	0.2964
10	2	2	0.0552	0.0838	0.0889	0.1351	0.0968	0.1470	0.1561	0.2371
10	2	3	0.0344	0.1045	0.0554	0.1686	0.0603	0.1835	0.0973	0.2959
10	2	4	0.0299	0.1090	0.0482	0.1758	0.0525	0.1914	0.0846	0.3086
10	2	5	0.0292	0.1097	0.0470	0.1770	0.0512	0.1927	0.0825	0.3107
10	2	6	0.0185	0.1204	0.0299	0.1941	0.0325	0.2113	0.0525	0.3408
10	2	7	0.0415	0.0974	0.0669	0.1571	0.0728	0.1710	0.1174	0.2758
10	2	8	0.0373	0.1016	0.0602	0.1638	0.0656	0.1783	0.1057	0.2875
10	2	9	0.0373	0.1016	0.0601	0.1639	0.0655	0.1784	0.1056	0.2876
10	2	10	0.0287	0.1102	0.0462	0.1778	0.0503	0.1935	0.0812	0.3121
10	2	11	0.0328	0.1061	0.0529	0.1711	0.0576	0.1863	0.0928	0.3004
10	2	12	0.0535	0.0855	0.0862	0.1378	0.0938	0.1500	0.1513	0.2419
10	2	13	0.0223	0.1166	0.0360	0.1880	0.0392	0.2047	0.0631	0.3301
10	2	14	0.0409	0.0981	0.0659	0.1581	0.0717	0.1721	0.1157	0.2776
10	2	15	0.0275	0.1114	0.0443	0.1797	0.0483	0.1956	0.0778	0.3154
10	2	16	0.0384	0.1005	0.0619	0.1621	0.0674	0.1765	0.1087	0.2846
10	2	17	0.0343	0.1046	0.0553	0.1687	0.0602	0.1836	0.0972	0.2961
10	2	18	0.0367	0.1022	0.0592	0.1648	0.0644	0.1794	0.1039	0.2893
10	2	19	0.0665	0.0724	0.1072	0.1168	0.1167	0.1272	0.1882	0.2051
10	2	20	0.0416	0.0973	0.0671	0.1569	0.0731	0.1708	0.1178	0.2754
10	3	1	0.0257	0.0788	0.0636	0.1947	0.0452	0.1384	0.1117	0.3419
10	3	2	0.0415	0.0630	0.1026	0.1558	0.0729	0.1107	0.1801	0.2734
10	3	3	0.0259	0.0787	0.0639	0.1944	0.0454	0.1381	0.1122	0.3413
10	3	4	0.0225	0.0821	0.0556	0.2028	0.0395	0.1441	0.0976	0.3560
10	3	5	0.0220	0.0826	0.0542	0.2041	0.0385	0.1450	0.0952	0.3583
10	3	6	0.0139	0.0906	0.0345	0.2239	0.0245	0.1591	0.0605	0.3930
10	3	7	0.0312	0.0733	0.0772	0.1812	0.0548	0.1287	0.1354	0.3181
10	3	8	0.0281	0.0765	0.0695	0.1889	0.0493	0.1342	0.1219	0.3316
10	3	9	0.0281	0.0765	0.0694	0.1890	0.0493	0.1343	0.1218	0.3317
10	3	10	0.0216	0.0830	0.0533	0.2050	0.0379	0.1457	0.0936	0.3599
10	3	11	0.0247	0.0799	0.0610	0.1974	0.0433	0.1402	0.1071	0.3464
10	3	12	0.0402	0.0643	0.0994	0.1589	0.0706	0.1129	0.1745	0.2790
10	3	13	0.0168	0.0878	0.0415	0.2169	0.0295	0.1541	0.0728	0.3807
10	3	14	0.0308	0.0738	0.0760	0.1824	0.0540	0.1296	0.1334	0.3201
10	3	15	0.0207	0.0839	0.0511	0.2072	0.0363	0.1472	0.0898	0.3638
10	3	16	0.0289	0.0757	0.0714	0.1870	0.0507	0.1328	0.1253	0.3282
10	3	17	0.0258	0.0787	0.0638	0.1945	0.0454	0.1382	0.1121	0.3415
10	3	18	0.0276	0.0769	0.0683	0.1901	0.0485	0.1351	0.1198	0.3337
10	3	19	0.0500	0.0545	0.1236	0.1347	0.0878	0.0957	0.2170	0.2365
10	3	20	0.0313	0.0732	0.0774	0.1809	0.0550	0.1286	0.1359	0.3176
10	4	1	0.0205	0.0627	0.0689	0.2108	0.0360	0.1101	0.1209	0.3701
10	4	2	0.0330	0.0502	0.1111	0.1687	0.0580	0.0881	0.1950	0.2961
10	4	3	0.0206	0.0626	0.0692	0.2105	0.0361	0.1099	0.1215	0.3695
10	4	4	0.0179	0.0653	0.0602	0.2195	0.0314	0.1146	0.1056	0.3854
10	4	5	0.0175	0.0657	0.0587	0.2210	0.0307	0.1154	0.1031	0.3880
10	4	6	0.0111	0.0721	0.0373	0.2424	0.0195	0.1266	0.0655	0.4255
10	4	7	0.0248	0.0584	0.0835	0.1962	0.0436	0.1024	0.1466	0.3444
