cycle_1_lane	cycle_2_lane	cycle_3_lane	fraction_of_000	fraction_of_001	fraction_of_010	fraction_of_011	fraction_of_100	fraction_of_101	fraction_of_110	fraction_of_111
7	12	4	0.0071	0.0260	0.0251	0.0915	0.0404	0.1475	0.1425	0.5199
7	12	5	0.0069	0.0261	0.0245	0.0921	0.0395	0.1485	0.1391	0.5234
7	12	6	0.0044	0.0287	0.0155	0.1010	0.0251	0.1629	0.0884	0.5741
7	12	7	0.0099	0.0232	0.0348	0.0817	0.0561	0.1318	0.1978	0.4646
7	12	8	0.0089	0.0242	0.0313	0.0852	0.0505	0.1374	0.1781	0.4844
7	12	9	0.0089	0.0242	0.0313	0.0852	0.0505	0.1375	0.1779	0.4846
7	12	10	0.0068	0.0262	0.0241	0.0925	0.0388	0.1492	0.1367	0.5257
7	12	11	0.0078	0.0253	0.0275	0.0890	0.0444	0.1436	0.1564	0.5060
7	12	12	0.0127	0.0203	0.0448	0.0717	0.0723	0.1156	0.2549	0.4075
7	12	13	0.0053	0.0278	0.0187	0.0978	0.0302	0.1578	0.1064	0.5561
7	12	14	0.0097	0.0233	0.0343	0.0823	0.0553	0.1327	0.1948	0.4676
7	12	15	0.0065	0.0265	0.0231	0.0935	0.0372	0.1508	0.1311	0.5313
7	12	16	0.0091	0.0239	0.0322	0.0843	0.0519	0.1360	0.1831	0.4794
7	12	17	0.0082	0.0249	0.0288	0.0877	0.0464	0.1415	0.1637	0.4988
7	12	18	0.0087	0.0243	0.0308	0.0858	0.0497	0.1383	0.1750	0.4874
7	12	19	0.0158	0.0172	0.0558	0.0608	0.0899	0.0980	0.3170	0.3455
7	12	20	0.0099	0.0232	0.0349	0.0816	0.0563	0.1316	0.1985	0.4640
7	13	1	0.0093	0.0285	0.0275	0.0843	0.0529	0.1619	0.1565	0.4791
7	13	2	0.0150	0.0228	0.0444	0.0674	0.0853	0.1295	0.2524	0.3833
7	13	3	0.0093	0.0284	0.0277	0.0842	0.0531	0.1616	0.1573	0.4784
7	13	4	0.0081	0.0297	0.0241	0.0878	0.0462	0.1686	0.1367	0.4989
7	13	5	0.0079	0.0298	0.0235	0.0884	0.0451	0.1697	0.1334	0.5022
7	13	6	0.0050	0.0327	0.0149	0.0969	0.0286	0.1861	0.0848	0.5508
7	13	7	0.0113	0.0265	0.0334	0.0784	0.0641	0.1506	0.1898	0.4458
7	13	8	0.0102	0.0276	0.0301	0.0818	0.0577	0.1570	0.1709	0.4648
7	13	9	0.0101	0.0276	0.0300	0.0818	0.0577	0.1571	0.1707	0.4650
7	13	10	0.0078	0.0300	0.0231	0.0887	0.0443	0.1704	0.1312	0.5044
7	13	11	0.0089	0.0289	0.0264	0.0854	0.0507	0.1640	0.1501	0.4856
7	13	12	0.0145	0.0232	0.0430	0.0688	0.0826	0.1321	0.2446	0.3910
7	13	13	0.0061	0.0317	0.0180	0.0939	0.0345	0.1803	0.1021	0.5336
7	13	14	0.0111	0.0267	0.0329	0.0789	0.0632	0.1516	0.1869	0.4487
7	13	15	0.0075	0.0303	0.0221	0.0897	0.0425	0.1722	0.1258	0.5098
7	13	16	0.0104	0.0273	0.0309	0.0809	0.0593	0.1554	0.1757	0.4600
7	13	17	0.0093	0.0284	0.0276	0.0842	0.0531	0.1617	0.1570	0.4786
7	13	18	0.0100	0.0278	0.0295	0.0823	0.0567	0.1580	0.1679	0.4677
7	13	19	0.0181	0.0197	0.0535	0.0583	0.1028	0.1120	0.3042	0.3315
7	13	20	0.0113	0.0265	0.0335	0.0783	0.0643	0.1504	0.1905	0.4452
7	14	1	0.0086	0.0262	0.0283	0.0866	0.0486	0.1488	0.1608	0.4922
7	14	2	0.0138	0.0209	0.0456	0.0693	0.0784	0.1191	0.2592	0.3937
7	14	3	0.0086	0.0261	0.0284	0.0864	0.0489	0.1486	0.1616	0.4914
7	14	4	0.0075	0.0273	0.0247	0.0902	0.0425	0.1550	0.1404	0.5125
7	14	5	0.0073	0.0274	0.0241	0.0908	0.0415	0.1560	0.1371	0.5159
7	14	6	0.0046	0.0301	0.0153	0.0995	0.0263	0.1711	0.0871	0.5658
7	14	7	0.0104	0.0244	0.0343	0.0806	0.0590	0.1385	0.1950	0.4579
7	14	8	0.0093	0.0254	0.0309	0.0840	0.0531	0.1444	0.1755	0.4774
7	14	9	0.0093	0.0254	0.0308	0.0840	0.0530	0.1444	0.1753	0.4776
7	14	10	0.0072	0.0276	0.0237	0.0912	0.0408	0.1567	0.1348	0.5182
7	14	11	0.0082	0.0265	0.0271	0.0877	0.0466	0.1508	0.1542	0.4988
7	14	12	0.0134	0.0214	0.0442	0.0707	0.0760	0.1215	0.2512	0.4017
7	14	13	0.0056	0.0292	0.0184	0.0964	0.0317	0.1658	0.1048	0.5481
7	14	14	0.0102	0.0245	0.0338	0.0811	0.0581	0.1394	0.1920	0.4609
7	14	15	0.0069	0.0279	0.0227	0.0921	0.0391	0.1584	0.1292	0.5237
7	14	16	0.0096	0.0251	0.0317	0.0831	0.0546	0.1429	0.1804	0.4725
7	14	17	0.0086	0.0262	0.0284	0.0865	0.0488	0.1487	0.1613	0.4916
7	14	18	0.0092	0.0256	0.0303	0.0845	0.0522	0.1453	0.1725	0.4804
7	14	19	0.0166	0.0181	0.0550	0.0599	0.0945	0.1030	0.3124	0.3405
7	14	20	0.0104	0.0243	0.0344	0.0805	0.0592	0.1383	0.1956	0.4573
7	15	1	0.0090	0.0274	0.0279	0.0853	0.0509	0.1560	0.1584	0.4850
7	15	2	0.0145	0.0219	0.0449	0.0683	0.0822	0.1248	0.2555	0.3880
7	15	3	0.0090	0.0274	0.0280	0.0852	0.0512	0.1557	0.1592	0.4843
7	15	4	0.0078	0.0286	0.0244	0.0889	0.0445	0.1624	0.1384	0.5051
7	15	5	0.0076	0.0288	0.0238	0.0894	0.0434	0.1635	0.1351	0.5084
7	15	6	0.0049	0.0315	0.0151	0.0981	0.0276	0.1793	0.0858	0.5576
7	15	7	0.0109	0.0255	0.0338	0.0794	0.0618	0.1451	0.1922	0.4513
7	15	8	0.0098	0.0266	0.0304	0.0828	0.0556	0.1513	0.1730	0.4705
7	15	9	0.0098	0.0266	0.0304	0.0828	0.0556	0.1514	0.1728	0.4707
7	15	10	0.0075	0.0289	0.0234	0.0898	0.0427	0.1642	0.1328	0.5107
7	15	11	0.0086	0.0278	0.0267	0.0865	0.0489	0.1581	0.1519	0.4916
7	15	12	0.0140	0.0224	0.0436	0.0696	0.0796	0.1273	0.2476	0.3959
7	15	13	0.0058	0.0306	0.0182	0.0950	0.0332	0.1737	0.1033	0.5402
7	15	14	0.0107	0.0257	0.0333	0.0799	0.0609	0.1461	0.1893	0.4542
7	15	15	0.0072	0.0292	0.0224	0.0908	0.0409	0.1660	0.1273	0.5161
7	15	16	0.0101	0.0263	0.0313	0.0819	0.0572	0.1497	0.1778	0.4657
7	15	17	0.0090	0.0274	0.0280	0.0852	0.0511	0.1558	0.1590	0.4845
7	15	18	0.0096	0.0268	0.0299	0.0833	0.0547	0.1522	0.1700	0.4735
7	15	19	0.0174	0.0190	0.0542	0.0590	0.0990	0.1079	0.3079	0.3356
7	15	20	0.0109	0.0255	0.0339	0.0793	0.0620	0.1449	0.1928	0.4507
7	16	1	0.0064	0.0197	0.0304	0.0931	0.0366	0.1120	0.1728	0.5290
7	16	2	0.0104	0.0158	0.0490	0.0744	0.0590	0.0896	0.2786	0.4231
7	16	3	0.0065	0.0197	0.0305	0.0929	0.0368	0.1118	0.1736	0.5281
7	16	4	0.0056	0.0205	0.0266	0.0969	0.0320	0.1167	0.1510	0.5508
7	16	5	0.0055	0.0207	0.0259	0.0975	0.0312	0.1174	0.1473	0.5545
7	16	6	0.0035	0.0227	0.0165	0.1070	0.0198	0.1288	0.0936	0.6082
7	16	7	0.0078	0.0183	0.0369	0.0866	0.0444	0.1042	0.2096	0.4922
7	16	8	0.0070	0.0191	0.0332	0.0903	0.0400	0.1087	0.1887	0.5131
7	16	9	0.0070	0.0191	0.0332	0.0903	0.0399	0.1087	0.1884	0.5133
7	16	10	0.0054	0.0208	0.0255	0.0980	0.0307	0.1179	0.1449	0.5569
7	16	11	0.0062	0.0200	0.0291	0.0943	0.0351	0.1135	0.1657	0.5361
7	16	12	0.0101	0.0161	0.0475	0.0760	0.0572	0.0914	0.2700	0.4317
7	16	13	0.0042	0.0219	0.0198	0.1036	0.0239	0.1248	0.1127	0.5891
7	16	14	0.0077	0.0185	0.0363	0.0871	0.0437	0.1049	0.2064	0.4954
7	16	15	0.0052	0.0210	0.0244	0.0990	0.0294	0.1192	0.1389	0.5629
7	16	16	0.0072	0.0189	0.0341	0.0893	0.0411	0.1076	0.1939	0.5078
7	16	17	0.0065	0.0197	0.0305	0.0930	0.0367	0.1119	0.1734	0.5284
7	16	18	0.0069	0.0192	0.0326	0.0908	0.0393	0.1094	0.1854	0.5164
7	16	19	0.0125	0.0136	0.0591	0.0644	0.0711	0.0775	0.3358	0.3660
7	16	20	0.0078	0.0183	0.0370	0.0865	0.0445	0.1041	0.2103	0.4915
7	17	1	0.0147	0.0451	0.0221	0.0676	0.0838	0.2565	0.1256	0.3845
7	17	2	0.0238	0.0361	0.0356	0.0541	0.1351	0.2052	0.2025	0.3075
7	17	3	0.0148	0.0451	0.0222	0.0675	0.0842	0.2561	0.1262	0.3839
7	17	4	0.0129	0.0470	0.0193	0.0704	0.0732	0.2671	0.1097	0.4004
7	17	5	0.0126	0.0473	0.0188	0.0709	0.0714	0.2689	0.1071	0.4030
7	17	6	0.0080	0.0519	0.0120	0.0778	0.0454	0.2949	0.0680	0.4420
7	17	7	0.0179	0.0420	0.0268	0.0629	0.1016	0.2387	0.1523	0.3577
7	17	8	0.0161	0.0438	0.0241	0.0656	0.0915	0.2488	0.1371	0.3730
7	17	9	0.0161	0.0438	0.0241	0.0656	0.0914	0.2489	0.1370	0.3731
7	17	10	0.0124	0.0475	0.0185	0.0712	0.0702	0.2701	0.1053	0.4048
7	17	11	0.0141	0.0457	0.0212	0.0686	0.0803	0.2600	0.1204	0.3897
7	17	12	0.0230	0.0368	0.0345	0.0552	0.1310	0.2094	0.1963	0.3138
7	17	13	0.0096	0.0503	0.0144	0.0753	0.0546	0.2857	0.0819	0.4282
7	17	14	0.0176	0.0423	0.0264	0.0633	0.1001	0.2402	0.1500	0.3601
7	17	15	0.0118	0.0480	0.0178	0.0720	0.0674	0.2730	0.1009	0.4091
7	17	16	0.0165	0.0433	0.0248	0.0649	0.0940	0.2463	0.1410	0.3691
7	17	17	0.0148	0.0451	0.0222	0.0676	0.0841	0.2562	0.1260	0.3841
7	17	18	0.0158	0.0441	0.0237	0.0660	0.0899	0.2504	0.1348	0.3753
7	17	19	0.0286	0.0312	0.0429	0.0468	0.1628	0.1775	0.2441	0.2660
7	17	20	0.0179	0.0419	0.0269	0.0628	0.1020	0.2383	0.1528	0.3572
7	18	1	0.0113	0.0347	0.0255	0.0781	0.0644	0.1972	0.1450	0.4438
7	18	2	0.0183	0.0277	0.0411	0.0625	0.1039	0.1577	0.2338	0.3550
7	18	3	0.0114	0.0346	0.0256	0.0780	0.0647	0.1969	0.1457	0.4431
7	18	4	0.0099	0.0361	0.0223	0.0813	0.0563	0.2053	0.1267	0.4621
7	18	5	0.0097	0.0364	0.0217	0.0818	0.0549	0.2067	0.1236	0.4652
7	18	6	0.0061	0.0399	0.0138	0.0898	0.0349	0.2267	0.0785	0.5102
7	18	7	0.0137	0.0323	0.0309	0.0726	0.0781	0.1835	0.1758	0.4130
7	18	8	0.0124	0.0337	0.0278	0.0757	0.0703	0.1913	0.1583	0.4305
7	18	9	0.0124	0.0337	0.0278	0.0758	0.0702	0.1914	0.1581	0.4307
7	18	10	0.0095	0.0365	0.0214	0.0822	0.0540	0.2076	0.1215	0.4673
7	18	11	0.0109	0.0352	0.0245	0.0791	0.0618	0.1998	0.1390	0.4498
7	18	12	0.0177	0.0283	0.0399	0.0637	0.1007	0.1609	0.2266	0.3622
7	18	13	0.0074	0.0386	0.0166	0.0870	0.0420	0.2196	0.0945	0.4943
7	18	14	0.0135	0.0325	0.0305	0.0731	0.0769	0.1847	0.1732	0.4156
7	18	15	0.0091	0.0369	0.0205	0.0831	0.0518	0.2098	0.1165	0.4723
7	18	16	0.0127	0.0333	0.0286	0.0750	0.0723	0.1893	0.1627	0.4261
7	18	17	0.0114	0.0347	0.0256	0.0780	0.0646	0.1970	0.1455	0.4433
7	18	18	0.0122	0.0339	0.0274	0.0762	0.0691	0.1925	0.1556	0.4332
7	18	19	0.0220	0.0240	0.0496	0.0540	0.1252	0.1364	0.2817	0.3070
7	18	20	0.0138	0.0322	0.0310	0.0725	0.0784	0.1832	0.1764	0.4124
7	19	1	0.0172	0.0525	0.0197	0.0603	0.0975	0.2985	0.1119	0.3425
